bid_discount,count_linktot_in,count_linktot_out,auction_type,participated,logmiles_fiwo,logcapital,backlog_lagged,firm_type_unlim_liab,auction_id,labor,region,year
,0,56,1,0,6.589575,0,0,,515477,15,"PIEMONTE",2009
,0,63,1,0,,0,0,,516710,15,"PIEMONTE",2009
,0,63,1,0,6.529842,0,0,,520878,15,"PIEMONTE",2009
20.333,5,24,0,1,6.63623,0,0,1,316008,3,"VENETO",2005
,0,32,0,0,,0,0,1,330134,3,"LIGURIA",2006
,0,32,0,0,6.738974,0,0,1,330135,3,"LIGURIA",2006
14.78,2,30,0,1,6.703772,0,0,1,341168,3,"LIGURIA",2006
,0,32,0,0,6.738871,0,0,,344449,,"LIGURIA",2006
,0,30,1,0,6.645034,0,0,,467619,,"VENETO",2009
,1,40,0,0,4.41772,0,0,,327378,,"PIEMONTE",2006
,0,41,0,0,,0,0,,329999,,"PIEMONTE",2006
,0,41,1,0,,0,0,,332571,,"PIEMONTE",2006
,12,29,0,0,,0,0,,332977,,"PIEMONTE",2006
,8,33,0,0,,0,0,,339930,,"PIEMONTE",2006
,13,28,0,0,,0,0,0,344607,6,"PIEMONTE",2006
18.006,11,27,0,1,2.911644,0,0,0,344609,6,"PIEMONTE",2006
,0,41,0,0,,0,0,0,353260,6,"PIEMONTE",2006
,3,38,0,0,3.984009,0,0,0,353868,6,"PIEMONTE",2006
,8,33,0,0,4.355067,0,0,0,355962,6,"PIEMONTE",2006
7.67,2,39,0,1,3.551053,0,0,0,369216,6,"PIEMONTE",2007
17.1,0,41,0,1,3.294317,0,0,0,370855,6,"PIEMONTE",2007
,0,41,1,0,,0,0,0,379546,6,"PIEMONTE",2007
,0,41,1,0,,0,0,0,384968,6,"PIEMONTE",2007
20.113,5,24,0,1,6.63623,0,0,1,316008,7,"VENETO",2005
,2,26,0,0,6.645034,0,0,1,319872,7,"VENETO",2005
,0,30,0,0,,0,0,1,326093,7,"LIGURIA",2006
,0,30,0,0,,0,0,1,326577,7,"LIGURIA",2006
,0,30,0,0,,0,0,1,326783,7,"LIGURIA",2006
,0,30,0,0,,0,0,1,329709,7,"LIGURIA",2006
,0,32,0,0,,0,0,1,329994,7,"LIGURIA",2006
,0,32,0,0,,0,0,1,330134,7,"LIGURIA",2006
,0,32,0,0,6.738974,0,0,1,330135,7,"LIGURIA",2006
,0,32,0,0,6.755341,0,0,1,330988,7,"LIGURIA",2006
,0,30,0,0,,0,0,1,332746,7,"LIGURIA",2006
,0,30,0,0,6.781615,0,0,1,333166,7,"LIGURIA",2006
,0,30,0,0,6.755341,0,0,1,333167,7,"LIGURIA",2006
,0,32,0,0,6.755341,0,0,1,335680,7,"LIGURIA",2006
,0,32,0,0,6.762959,0,0,1,335681,7,"LIGURIA",2006
,0,30,0,0,,0,0,1,339995,7,"LIGURIA",2006
14.68,2,30,0,1,6.703772,0,0,1,341168,7,"LIGURIA",2006
,0,32,0,0,6.738871,0,0,,344449,,"LIGURIA",2006
,0,28,0,0,,0,0,,345970,,"LIGURIA",2006
,0,32,0,0,,0,0,,356224,,"LIGURIA",2006
,0,32,0,0,,0,0,,359846,,"LIGURIA",2006
,1,29,0,0,6.755341,0,0,,362363,,"LIGURIA",2006
,0,32,0,0,6.781615,0,0,,368033,,"LIGURIA",2006
15.333,0,27,1,1,6.771904,0,0,1,419600,7,"LIGURIA",2008
,0,30,1,0,6.645034,0,0,,467619,,"VENETO",2009
12.67,0,32,0,1,6.637043,0,0,0,316342,1,"PIEMONTE",2005
,3,205,0,0,4.316941,0,0,0,320657,38,"PIEMONTE",2006
,4,220,1,0,3.311017,0,0,0,321020,38,"PIEMONTE",2006
,6,218,1,0,,0,0,0,321024,38,"PIEMONTE",2006
,38,172,0,0,3.677995,0,0,0,323139,38,"PIEMONTE",2006
,1,207,1,0,,0,0,0,326099,38,"PIEMONTE",2006
,38,188,0,0,3.952128,0,0,0,326685,38,"PIEMONTE",2006
,0,224,0,0,4.316941,0,0,0,327378,38,"PIEMONTE",2006
,1,207,1,0,,0,0,0,328844,38,"PIEMONTE",2006
,4,204,1,0,3.860077,0,0,0,329535,38,"PIEMONTE",2006
,2,206,1,0,,0,0,0,329561,38,"PIEMONTE",2006
,12,196,1,0,,0,0,0,329839,38,"PIEMONTE",2006
,1,223,0,0,,0,0,0,329999,38,"PIEMONTE",2006
17.127,33,92,0,1,3.758708,0,0,0,331307,38,"PIEMONTE",2006
,4,220,1,0,3.654081,0,0,0,331530,38,"PIEMONTE",2006
,3,205,1,0,2.990619,0,0,0,331531,38,"PIEMONTE",2006
18.511,3,205,1,1,3.338151,0,0,0,332479,38,"PIEMONTE",2006
,3,221,1,0,,0,0,0,332571,38,"PIEMONTE",2006
,3,221,0,0,4.294356,0,0,0,332977,38,"PIEMONTE",2006
22.345,11,197,1,1,3.276616,0,0,0,334877,38,"PIEMONTE",2006
,42,167,0,0,2.384718,0,0,0,336222,38,"PIEMONTE",2006
,24,201,0,0,,0,0,0,336887,38,"PIEMONTE",2006
,12,196,0,0,4.379047,0,0,0,336933,38,"PIEMONTE",2006
,21,204,0,0,,0,0,0,337516,38,"PIEMONTE",2006
,7,202,1,0,3.22446,0,0,0,338399,38,"PIEMONTE",2006
21.649,1,223,1,1,2.403335,0,0,0,338541,38,"PIEMONTE",2006
,2,222,0,0,4.507271,0,0,0,339810,38,"PIEMONTE",2006
,2,222,0,0,4.507271,0,0,0,339811,38,"PIEMONTE",2006
,0,224,0,0,4.461323,0,0,0,339812,38,"PIEMONTE",2006
,1,223,0,0,4.507271,0,0,0,339813,38,"PIEMONTE",2006
,0,224,0,0,3.968687,0,0,0,339814,38,"PIEMONTE",2006
,0,224,0,0,4.461323,0,0,0,339815,38,"PIEMONTE",2006
,0,224,0,0,4.461323,0,0,0,339816,38,"PIEMONTE",2006
,2,222,0,0,3.777417,0,0,0,339930,38,"PIEMONTE",2006
,3,205,1,0,,0,0,0,340532,38,"PIEMONTE",2006
,28,64,0,0,3.481671,0,0,0,341165,38,"PIEMONTE",2006
,7,201,1,0,,0,0,0,341918,38,"PIEMONTE",2006
,17,207,0,0,,0,0,0,343002,38,"PIEMONTE",2006
,26,183,0,0,,0,0,0,343003,38,"PIEMONTE",2006
,15,193,0,0,4.115062,0,0,0,344186,38,"PIEMONTE",2006
,9,200,0,0,,0,0,0,344601,38,"PIEMONTE",2006
,9,200,0,0,3.777417,0,0,0,344603,38,"PIEMONTE",2006
,8,200,0,0,,0,0,0,344605,38,"PIEMONTE",2006
,8,217,0,0,,0,0,0,344607,38,"PIEMONTE",2006
,7,202,0,0,4.141594,0,0,0,344608,38,"PIEMONTE",2006
,8,201,0,0,4.37817,0,0,0,344609,38,"PIEMONTE",2006
,8,201,0,0,4.268522,0,0,0,344610,38,"PIEMONTE",2006
,8,201,0,0,4.22784,0,0,0,344611,38,"PIEMONTE",2006
,0,224,0,0,,0,0,0,346496,38,"PIEMONTE",2006
,17,208,0,0,3.561898,0,0,0,346857,38,"PIEMONTE",2006
,15,209,0,0,3.630615,0,0,0,347563,38,"PIEMONTE",2006
,35,190,0,0,,0,0,0,347915,38,"PIEMONTE",2006
,35,174,0,0,3.677995,0,0,0,348949,38,"PIEMONTE",2006
,22,202,0,0,3.677995,0,0,0,348950,38,"PIEMONTE",2006
,5,219,1,0,,0,0,0,349149,38,"PIEMONTE",2006
,1,207,1,0,,0,0,0,349842,38,"PIEMONTE",2006
,0,224,1,0,,0,0,0,349843,38,"PIEMONTE",2006
,2,206,1,0,,0,0,0,349844,38,"PIEMONTE",2006
,2,222,1,0,,0,0,0,349845,38,"PIEMONTE",2006
,2,206,1,0,,0,0,0,349846,38,"PIEMONTE",2006
,2,206,1,0,,0,0,0,349847,38,"PIEMONTE",2006
,0,208,1,0,,0,0,0,349848,38,"PIEMONTE",2006
,0,224,1,0,,0,0,0,349849,38,"PIEMONTE",2006
,1,208,1,0,,0,0,0,349852,38,"PIEMONTE",2006
,1,224,1,0,,0,0,0,349853,38,"PIEMONTE",2006
,1,224,1,0,,0,0,0,349854,38,"PIEMONTE",2006
,1,223,1,0,3.211408,0,0,0,349855,38,"PIEMONTE",2006
,1,207,1,0,,0,0,0,349859,38,"PIEMONTE",2006
,1,223,1,0,,0,0,0,349860,38,"PIEMONTE",2006
,1,223,1,0,,0,0,0,349861,38,"PIEMONTE",2006
,0,224,1,0,,0,0,0,349862,38,"PIEMONTE",2006
,2,222,1,0,,0,0,0,350079,38,"PIEMONTE",2006
,12,212,0,0,3.677995,0,0,0,350877,38,"PIEMONTE",2006
,25,202,0,0,,0,0,0,351096,38,"PIEMONTE",2006
,36,173,0,0,,0,0,0,351344,38,"PIEMONTE",2006
,2,207,1,0,,0,0,0,351848,38,"PIEMONTE",2006
,24,201,0,0,,0,0,0,352125,38,"PIEMONTE",2006
,0,224,0,0,4.485406,0,0,0,353260,38,"PIEMONTE",2006
,54,155,0,0,3.630615,0,0,0,353621,38,"PIEMONTE",2006
,0,224,0,0,4.315099,0,0,0,353868,38,"PIEMONTE",2006
,4,220,0,0,3.200834,0,0,0,355962,38,"PIEMONTE",2006
14.178,40,185,0,1,3.235182,0,0,0,356056,38,"PIEMONTE",2006
,65,159,0,0,3.952128,0,0,0,356545,38,"PIEMONTE",2006
,47,162,0,0,3.952128,0,0,0,356546,38,"PIEMONTE",2006
,3,205,0,0,,0,0,0,356893,38,"PIEMONTE",2006
,3,221,1,0,,0,0,0,357090,38,"PIEMONTE",2006
,0,208,0,0,4.485406,0,0,0,357501,38,"PIEMONTE",2006
,33,191,0,0,3.677995,0,0,0,357521,38,"PIEMONTE",2006
,6,202,1,0,,0,0,0,361328,38,"PIEMONTE",2006
,0,224,0,0,4.507271,0,0,0,367208,38,"PIEMONTE",2006
,11,197,1,0,,0,0,0,3298401,38,"PIEMONTE",2006
,8,200,1,0,,0,0,0,3298402,38,"PIEMONTE",2006
,3,218,0,0,3.487864,0,0,0,306123,6,"PIEMONTE",2005
,0,221,0,0,,0,0,0,309060,6,"PIEMONTE",2005
,0,221,0,0,4.482336,0,0,0,310772,6,"PIEMONTE",2005
,4,217,0,0,,0,0,0,312882,6,"PIEMONTE",2005
,34,173,0,0,3.660223,0,0,0,314051,6,"PIEMONTE",2005
16.207,23,199,0,1,3.946173,0,0,0,314878,6,"PIEMONTE",2005
,22,199,0,0,3.977286,0,0,0,316385,6,"PIEMONTE",2005
,22,199,0,0,3.847677,0,0,0,317350,6,"PIEMONTE",2005
16.193,3,218,0,1,3.93,0,0,0,319222,6,"PIEMONTE",2005
,3,202,0,0,4.525954,0,0,0,320657,6,"PIEMONTE",2006
,4,217,1,0,2.935239,0,0,0,321020,6,"PIEMONTE",2006
,6,215,1,0,3.487864,0,0,0,321024,6,"PIEMONTE",2006
,4,217,1,0,3.576018,0,0,0,321668,6,"PIEMONTE",2005
,38,169,0,0,3.859402,0,0,0,323139,6,"PIEMONTE",2006
,3,218,0,0,,0,0,0,324357,6,"PIEMONTE",2006
12.64,4,218,0,1,3.640424,0,0,0,326098,6,"PIEMONTE",2006
,1,204,1,0,,0,0,0,326099,6,"PIEMONTE",2006
,16,189,0,0,,0,0,0,326385,6,"PIEMONTE",2006
,38,185,0,0,4.06735,0,0,0,326685,6,"PIEMONTE",2006
,1,220,0,0,,0,0,0,326876,6,"PIEMONTE",2006
,0,221,0,0,4.525954,0,0,0,327378,6,"PIEMONTE",2006
,1,204,1,0,,0,0,0,328844,6,"PIEMONTE",2006
,4,201,1,0,3.985738,0,0,0,329535,6,"PIEMONTE",2006
,2,203,1,0,,0,0,0,329561,6,"PIEMONTE",2006
,1,220,0,0,,0,0,0,329783,6,"PIEMONTE",2006
,12,193,1,0,3.576018,0,0,0,329839,6,"PIEMONTE",2006
,6,130,0,0,,0,0,0,329946,6,"PIEMONTE",2005
,8,103,0,0,,0,0,0,329947,6,"PIEMONTE",2005
,1,220,0,0,3.593057,0,0,0,329948,6,"PIEMONTE",2005
,3,134,0,0,4.136653,0,0,0,329955,6,"PIEMONTE",2006
,9,212,0,0,,0,0,0,329957,6,"PIEMONTE",2006
,1,220,0,0,4.20523,0,0,0,329999,6,"PIEMONTE",2006
12.42,4,218,0,1,3.640424,0,0,0,330662,6,"PIEMONTE",2005
13.64,2,219,0,1,3.002261,0,0,0,330820,6,"PIEMONTE",2006
,34,88,0,0,,0,0,0,331307,6,"PIEMONTE",2006
,0,221,0,0,,0,0,0,331311,6,"PIEMONTE",2006
,4,217,1,0,,0,0,0,331530,6,"PIEMONTE",2006
,3,202,1,0,,0,0,0,331531,6,"PIEMONTE",2006
,4,201,1,0,,0,0,0,332479,6,"PIEMONTE",2006
,3,218,1,0,,0,0,0,332571,6,"PIEMONTE",2006
,3,218,0,0,4.505041,0,0,0,332977,6,"PIEMONTE",2006
,12,193,1,0,3.487864,0,0,0,334877,6,"PIEMONTE",2006
,41,165,0,0,,0,0,0,336222,6,"PIEMONTE",2006
,24,198,0,0,,0,0,0,336887,6,"PIEMONTE",2006
,12,193,0,0,4.455719,0,0,0,336933,6,"PIEMONTE",2006
13.91,20,202,0,1,0,0,0,0,337516,6,"PIEMONTE",2006
,7,199,1,0,3.487864,0,0,0,338399,6,"PIEMONTE",2006
,2,219,1,0,3.44859,0,0,0,338541,6,"PIEMONTE",2006
,2,219,0,0,,0,0,0,339810,6,"PIEMONTE",2006
,2,219,0,0,,0,0,0,339811,6,"PIEMONTE",2006
,0,221,0,0,4.440602,0,0,0,339812,6,"PIEMONTE",2006
,1,220,0,0,,0,0,0,339813,6,"PIEMONTE",2006
,0,221,0,0,3.922963,0,0,0,339814,6,"PIEMONTE",2006
,0,221,0,0,4.440602,0,0,0,339815,6,"PIEMONTE",2006
,0,221,0,0,4.440602,0,0,0,339816,6,"PIEMONTE",2006
,2,219,0,0,4.109808,0,0,0,339930,6,"PIEMONTE",2006
,3,202,1,0,3.487864,0,0,0,340532,6,"PIEMONTE",2006
,7,198,1,0,,0,0,0,341918,6,"PIEMONTE",2006
13.36,16,205,0,1,,0,0,0,343002,6,"PIEMONTE",2006
13.62,25,181,0,1,,0,0,0,343003,6,"PIEMONTE",2006
,15,190,0,0,4.231015,0,0,0,344186,6,"PIEMONTE",2006
,9,103,0,0,4.231015,0,0,0,344187,6,"PIEMONTE",2006
,14,126,0,0,4.231015,0,0,0,344189,6,"PIEMONTE",2006
,9,197,0,0,,0,0,0,344601,6,"PIEMONTE",2006
,9,197,0,0,4.109808,0,0,0,344603,6,"PIEMONTE",2006
,8,197,0,0,4.20523,0,0,0,344605,6,"PIEMONTE",2006
,8,214,0,0,4.20523,0,0,0,344607,6,"PIEMONTE",2006
,7,199,0,0,,0,0,0,344608,6,"PIEMONTE",2006
,8,198,0,0,4.576616,0,0,0,344609,6,"PIEMONTE",2006
,8,198,0,0,4.485711,0,0,0,344610,6,"PIEMONTE",2006
,8,198,0,0,4.455579,0,0,0,344611,6,"PIEMONTE",2006
,2,220,0,0,4.054668,0,0,0,345952,6,"PIEMONTE",2006
,0,221,0,0,4.20523,0,0,0,346496,6,"PIEMONTE",2006
,17,205,0,0,3.727764,0,0,0,346857,6,"PIEMONTE",2006
,15,206,0,0,3.847677,0,0,0,347563,6,"PIEMONTE",2006
,35,187,0,0,,0,0,0,347915,6,"PIEMONTE",2006
,35,171,0,0,3.859402,0,0,0,348949,6,"PIEMONTE",2006
,22,199,0,0,3.859402,0,0,0,348950,6,"PIEMONTE",2006
,5,216,1,0,3.576018,0,0,0,349149,6,"PIEMONTE",2006
,1,204,1,0,3.487864,0,0,0,349842,6,"PIEMONTE",2006
,0,221,1,0,3.487864,0,0,0,349843,6,"PIEMONTE",2006
,2,203,1,0,3.487864,0,0,0,349844,6,"PIEMONTE",2006
,2,219,1,0,3.487864,0,0,0,349845,6,"PIEMONTE",2006
,2,203,1,0,3.487864,0,0,0,349846,6,"PIEMONTE",2006
,2,203,1,0,3.487864,0,0,0,349847,6,"PIEMONTE",2006
,0,205,1,0,3.487864,0,0,0,349848,6,"PIEMONTE",2006
,0,221,1,0,3.487864,0,0,0,349849,6,"PIEMONTE",2006
,1,205,1,0,3.487864,0,0,0,349852,6,"PIEMONTE",2006
,1,221,1,0,3.576018,0,0,0,349853,6,"PIEMONTE",2006
,1,221,1,0,3.487864,0,0,0,349854,6,"PIEMONTE",2006
,1,220,1,0,3.495386,0,0,0,349855,6,"PIEMONTE",2006
,1,204,1,0,3.487864,0,0,0,349859,6,"PIEMONTE",2006
,1,220,1,0,3.487864,0,0,0,349860,6,"PIEMONTE",2006
,1,220,1,0,3.487864,0,0,0,349861,6,"PIEMONTE",2006
,0,221,1,0,3.487864,0,0,0,349862,6,"PIEMONTE",2006
,2,219,1,0,3.576018,0,0,0,350079,6,"PIEMONTE",2006
,12,209,0,0,3.859402,0,0,0,350877,6,"PIEMONTE",2006
,25,199,0,0,,0,0,0,351096,6,"PIEMONTE",2006
,13,192,0,0,,0,0,0,351144,6,"PIEMONTE",2006
,36,170,0,0,,0,0,0,351344,6,"PIEMONTE",2006
,2,204,1,0,3.487864,0,0,0,351848,6,"PIEMONTE",2006
,24,198,0,0,,0,0,0,352125,6,"PIEMONTE",2006
16.99,7,214,0,1,3.640424,0,0,0,352266,6,"PIEMONTE",2006
16.71,8,215,0,1,3.640424,0,0,0,352268,6,"PIEMONTE",2006
,0,221,0,0,4.663363,0,0,0,353260,6,"PIEMONTE",2006
,53,153,0,0,3.847677,0,0,0,353621,6,"PIEMONTE",2006
,0,221,0,0,,0,0,0,353868,6,"PIEMONTE",2006
,2,219,0,0,,0,0,0,355780,6,"PIEMONTE",2006
,4,217,0,0,3.973814,0,0,0,355962,6,"PIEMONTE",2006
14.27,40,182,0,1,0,0,0,0,356056,6,"PIEMONTE",2006
,65,156,0,0,4.06735,0,0,0,356545,6,"PIEMONTE",2006
,47,159,0,0,4.06735,0,0,0,356546,6,"PIEMONTE",2006
,3,202,0,0,4.20523,0,0,0,356893,6,"PIEMONTE",2006
,3,218,1,0,,0,0,0,357090,6,"PIEMONTE",2006
,6,216,0,0,,0,0,0,357164,6,"PIEMONTE",2006
,0,205,0,0,4.663363,0,0,0,357501,6,"PIEMONTE",2006
,33,188,0,0,3.859402,0,0,0,357521,6,"PIEMONTE",2006
,6,199,1,0,3.576018,0,0,0,361328,6,"PIEMONTE",2006
,2,219,1,0,3.44859,0,0,0,365446,6,"PIEMONTE",2007
,0,221,0,0,,0,0,0,367208,6,"PIEMONTE",2006
,0,221,0,0,,0,0,0,369216,6,"PIEMONTE",2007
,6,200,1,0,3.576018,0,0,0,369744,6,"PIEMONTE",2007
,3,202,1,0,4.233976,0,0,0,370829,6,"PIEMONTE",2007
,1,220,0,0,4.663363,0,0,0,370855,6,"PIEMONTE",2007
,41,166,0,0,3.977286,0,0,0,373203,6,"PIEMONTE",2007
,34,187,0,0,3.992054,0,0,0,373696,6,"PIEMONTE",2007
14.68,3,218,0,1,3.002261,0,0,0,374258,6,"PIEMONTE",2007
,25,197,0,0,3.859402,0,0,0,374324,6,"PIEMONTE",2007
,19,203,0,0,,0,0,0,374991,6,"PIEMONTE",2007
,11,194,1,0,,0,0,0,375021,6,"PIEMONTE",2007
,1,204,1,0,,0,0,0,375066,6,"PIEMONTE",2007
,6,215,1,0,3.576018,0,0,0,375705,6,"PIEMONTE",2007
,10,195,1,0,3.576018,0,0,0,377552,6,"PIEMONTE",2007
,10,195,1,0,3.576018,0,0,0,377553,6,"PIEMONTE",2007
,2,219,1,0,3.642757,0,0,0,378682,6,"PIEMONTE",2007
,2,219,1,0,,0,0,0,379546,6,"PIEMONTE",2007
,0,205,1,0,,0,0,0,383340,6,"PIEMONTE",2007
,3,219,1,0,,0,0,0,384968,6,"PIEMONTE",2007
,4,217,1,0,3.606096,0,0,0,393290,6,"PIEMONTE",2007
,1,204,1,0,,0,0,0,397987,6,"PIEMONTE",2007
,1,204,1,0,,0,0,,408089,,"PIEMONTE",2007
,2,219,1,0,4.366329,0,0,,411350,,"PIEMONTE",2007
,6,215,1,0,3.576018,0,0,,411484,,"PIEMONTE",2007
,11,194,1,0,3.576018,0,0,0,3298401,6,"PIEMONTE",2006
,8,197,1,0,3.576018,0,0,0,3298402,6,"PIEMONTE",2006
8.5,15,86,0,1,3.408669,0,0,0,370789,10,"PIEMONTE",2007
,38,35,0,0,,0,0,0,371738,10,"PIEMONTE",2007
,30,71,0,0,,0,0,0,371852,10,"PIEMONTE",2007
,25,76,0,0,,0,0,0,372549,10,"PIEMONTE",2007
,24,77,0,0,,0,0,0,372550,10,"PIEMONTE",2007
,3,98,0,0,,0,0,0,373186,10,"PIEMONTE",2007
,17,48,0,0,,0,0,0,374756,10,"PIEMONTE",2007
,7,94,1,0,,0,0,,389631,,"PIEMONTE",2007
,6,95,1,0,,0,0,,389632,,"PIEMONTE",2007
,8,93,1,0,,0,0,,389633,,"PIEMONTE",2007
,7,94,1,0,,0,0,,389634,,"PIEMONTE",2007
,6,95,1,0,,0,0,,389635,,"PIEMONTE",2007
,7,94,1,0,,0,0,,389636,,"PIEMONTE",2007
,9,92,1,0,,0,0,,389637,,"PIEMONTE",2007
,6,95,1,0,,0,0,,389638,,"PIEMONTE",2007
,8,93,1,0,,0,0,,389639,,"PIEMONTE",2007
,6,95,1,0,,0,0,,405600,,"PIEMONTE",2007
,10,13,0,0,,0,,1,297726,8,"EMILIA ROMAGNA",2005
,8,16,0,0,,0,0,1,305061,8,"EMILIA ROMAGNA",2005
2.1,11,13,0,1,2.729355,0,0,1,309532,8,"EMILIA ROMAGNA",2005
,0,24,0,0,,0,0,1,310340,8,"EMILIA ROMAGNA",2005
5.16,4,8,0,1,2.593911,0,0,1,313729,8,"EMILIA ROMAGNA",2005
16.79,7,9,0,1,4.012447,0,0,1,313893,8,"EMILIA ROMAGNA",2005
,4,20,0,0,,0,0,1,315398,8,"EMILIA ROMAGNA",2005
12.93,9,15,0,1,2.593911,0,0,1,315817,8,"EMILIA ROMAGNA",2005
11.46,10,6,0,1,3.441059,0,0,1,315818,8,"EMILIA ROMAGNA",2005
12.77,7,17,0,1,2.572841,0,0,1,315819,8,"EMILIA ROMAGNA",2005
8.83,9,14,0,1,3.690728,0,0,1,316010,8,"EMILIA ROMAGNA",2005
,4,12,0,0,,0,0,1,316577,8,"EMILIA ROMAGNA",2005
9.7,5,3,0,1,3.690728,0,0,1,317654,8,"EMILIA ROMAGNA",2005
22.47,7,5,0,1,2.779875,0,0,1,317925,8,"EMILIA ROMAGNA",2005
,7,9,0,0,,0,0,1,317937,8,"EMILIA ROMAGNA",2005
,13,10,0,0,,0,0,1,318181,8,"EMILIA ROMAGNA",2005
,12,12,0,0,,0,0,1,318625,8,"EMILIA ROMAGNA",2005
,7,9,0,0,,0,0,1,319203,8,"EMILIA ROMAGNA",2005
21.68,12,4,0,1,2.779875,0,0,1,319676,8,"EMILIA ROMAGNA",2005
,6,18,0,0,,0,0,1,320887,8,"EMILIA ROMAGNA",2006
,2,21,0,0,,0,0,1,321273,8,"EMILIA ROMAGNA",2006
13.35,14,9,0,1,4.164011,0,0,1,321412,8,"EMILIA ROMAGNA",2006
16.11,14,10,0,1,2.729355,0,0,1,322533,8,"EMILIA ROMAGNA",2006
10.56,9,14,0,1,2.572841,0,0,1,323330,8,"EMILIA ROMAGNA",2006
12.73,13,10,0,1,2.779875,0,0,1,323917,8,"EMILIA ROMAGNA",2006
,7,9,0,0,,0,0,1,324414,8,"EMILIA ROMAGNA",2006
,5,18,0,0,,0,0,1,324757,8,"EMILIA ROMAGNA",2005
9.74,14,10,0,1,2.729355,0,0,1,324759,8,"EMILIA ROMAGNA",2006
,7,9,0,0,,0,0,1,326440,8,"EMILIA ROMAGNA",2006
4.5,8,16,0,1,2.572841,0,0,1,326535,8,"EMILIA ROMAGNA",2006
,8,16,0,0,,0,0,1,328207,8,"EMILIA ROMAGNA",2006
14.2,13,5,0,1,3.175676,0,0,1,329409,8,"EMILIA ROMAGNA",2006
10.93,8,8,0,1,2.572841,0,0,1,330355,8,"EMILIA ROMAGNA",2006
,1,23,0,0,3.141995,0,0,1,331928,8,"EMILIA ROMAGNA",2006
19.854,9,7,0,1,2.593911,0,0,1,332617,8,"EMILIA ROMAGNA",2006
12.26,8,3,0,1,3.690728,0,0,1,334231,8,"EMILIA ROMAGNA",2006
,5,11,0,0,,0,0,1,334855,8,"EMILIA ROMAGNA",2006
7.55,10,2,0,1,3.776524,0,0,1,337340,8,"EMILIA ROMAGNA",2006
,6,18,0,0,,0,0,1,338131,8,"EMILIA ROMAGNA",2006
13.73,9,1,0,1,0,0,0,1,338486,8,"EMILIA ROMAGNA",2006
8.93,7,17,0,1,2.779875,0,0,1,338585,8,"EMILIA ROMAGNA",2006
8.9,7,17,0,1,2.572841,0,0,1,338586,8,"EMILIA ROMAGNA",2006
15.39,11,2,0,1,0,0,0,1,338887,8,"EMILIA ROMAGNA",2006
,3,20,0,0,,0,0,1,338940,8,"EMILIA ROMAGNA",2006
15.03,6,18,0,1,2.729355,0,0,1,339250,8,"EMILIA ROMAGNA",2006
5.55,5,19,0,1,3.441059,0,0,1,339336,8,"EMILIA ROMAGNA",2006
,5,19,0,0,,0,0,1,339872,8,"EMILIA ROMAGNA",2006
16.95,9,7,0,1,2.378805,0,0,1,340571,8,"EMILIA ROMAGNA",2006
19.45,9,7,0,1,2.572841,0,0,1,340734,8,"EMILIA ROMAGNA",2006
12.72,10,6,0,1,3.690728,0,0,1,344866,8,"EMILIA ROMAGNA",2006
,7,17,0,0,,0,0,1,345038,8,"EMILIA ROMAGNA",2006
7.9,7,16,0,1,4.072099,0,0,1,345040,8,"EMILIA ROMAGNA",2006
,6,10,0,0,,0,0,1,347816,8,"EMILIA ROMAGNA",2006
,8,8,0,0,,0,0,1,348231,8,"EMILIA ROMAGNA",2006
8.38,7,16,0,1,3.718875,0,0,1,348610,8,"EMILIA ROMAGNA",2006
13.84,10,6,0,1,3.718875,0,0,1,348613,8,"EMILIA ROMAGNA",2006
15.56,10,13,0,1,2.572841,0,0,1,348617,8,"EMILIA ROMAGNA",2006
,6,17,0,0,,0,0,1,348738,8,"EMILIA ROMAGNA",2006
,0,24,0,0,,0,0,1,348782,8,"EMILIA ROMAGNA",2006
,1,23,0,0,,0,0,1,348783,8,"EMILIA ROMAGNA",2006
16.06,12,4,0,1,2.779875,0,0,1,349036,8,"EMILIA ROMAGNA",2006
,13,10,0,0,,0,0,1,351204,8,"EMILIA ROMAGNA",2006
12.24,7,16,0,1,2.572841,0,0,1,351339,8,"EMILIA ROMAGNA",2006
3.11,9,15,0,1,2.572841,0,0,1,351341,8,"EMILIA ROMAGNA",2006
19.77,10,7,0,1,2.572841,0,0,1,352211,8,"EMILIA ROMAGNA",2006
11.13,8,15,0,1,2.572841,0,0,1,352510,8,"EMILIA ROMAGNA",2006
12.85,7,9,0,1,2.572841,0,0,1,352952,8,"EMILIA ROMAGNA",2006
14.58,7,16,0,1,2.572841,0,0,1,353502,8,"EMILIA ROMAGNA",2006
,0,24,0,0,2.014236,0,0,1,353779,8,"EMILIA ROMAGNA",2006
9.05,8,2,0,1,3.690728,0,0,1,355575,8,"EMILIA ROMAGNA",2006
10.26,6,17,0,1,3.690728,0,0,1,357072,8,"EMILIA ROMAGNA",2006
20.25,10,7,0,1,2.779875,0,0,1,357882,8,"EMILIA ROMAGNA",2006
13.16,8,15,0,1,3.690728,0,0,1,358136,8,"EMILIA ROMAGNA",2006
21.21,11,5,0,1,2.779875,0,0,1,359140,8,"EMILIA ROMAGNA",2006
11.38,12,12,0,1,3.045237,0,0,1,365394,8,"EMILIA ROMAGNA",2006
11.23,7,3,0,1,3.045237,0,0,1,365397,8,"EMILIA ROMAGNA",2006
11.43,8,16,0,1,3.045237,0,0,1,365398,8,"EMILIA ROMAGNA",2006
