bid_discount,count_linktot_in,count_linktot_out,auction_type,participated,logmiles_fiwo,logcapital,backlog_lagged,firm_type_unlim_liab,auction_id,labor,region,year
,4,126,0,0,,,0,0,339396,7,"LOMBARDIA",2006
,5,121,0,0,,,0,0,339398,7,"LOMBARDIA",2006
,4,122,0,0,,,0,0,339399,7,"LOMBARDIA",2006
,20,106,0,0,,,0,0,340041,7,"LOMBARDIA",2006
,27,103,0,0,,,0,0,340165,7,"LOMBARDIA",2006
,0,130,0,0,4.293523,,0,0,340369,7,"LOMBARDIA",2006
,8,55,0,0,,,0,0,341186,7,"VENETO",2006
,3,127,0,0,,,0,0,343554,7,"LOMBARDIA",2006
,37,60,0,0,,,0,0,343770,6,"LOMBARDIA",2006
15.29,5,121,0,1,4.352688,,0,0,344098,7,"EMILIA ROMAGNA",2006
,0,130,0,0,4.349051,,0,0,344099,6,"EMILIA ROMAGNA",2006
,26,100,0,0,,,0,0,344412,6,"LOMBARDIA",2006
,19,111,0,0,,,0,0,344935,6,"LOMBARDIA",2006
,0,130,0,0,4.490455,,0,0,345072,7,"EMILIA ROMAGNA",2006
,0,130,0,0,4.490455,,0,0,345075,7,"EMILIA ROMAGNA",2006
,16,114,0,0,,,0,0,345194,6,"LOMBARDIA",2006
,6,124,0,0,3.988132,,0,0,345547,7,"LOMBARDIA",2006
,10,116,0,0,,,0,0,345809,7,"EMILIA ROMAGNA",2006
,0,130,0,0,,,0,0,345813,6,"EMILIA ROMAGNA",2006
16.3,11,119,0,1,3.861403,,0,0,345834,6,"LOMBARDIA",2006
,34,93,0,0,,,0,0,345939,6,"LOMBARDIA",2006
,0,130,0,0,4.283656,,0,0,346425,6,"LOMBARDIA",2006
,0,130,0,0,4.300464,,0,0,346471,6,"EMILIA ROMAGNA",2006
,15,115,0,0,,,0,0,346511,6,"LOMBARDIA",2006
,14,116,0,0,,,0,0,346512,6,"LOMBARDIA",2006
,19,111,0,0,,,0,0,346513,6,"LOMBARDIA",2006
,13,117,0,0,,,0,0,346514,6,"LOMBARDIA",2006
,13,117,0,0,,,0,0,346515,6,"LOMBARDIA",2006
,14,116,0,0,,,0,0,346516,6,"LOMBARDIA",2006
,20,106,0,0,,,0,0,346517,6,"LOMBARDIA",2006
,15,115,0,0,,,0,0,346518,6,"LOMBARDIA",2006
,14,112,0,0,,,0,0,346519,6,"LOMBARDIA",2006
,19,107,0,0,,,0,0,346520,6,"LOMBARDIA",2006
,15,111,0,0,,,0,0,346521,6,"LOMBARDIA",2006
,14,112,0,0,,,0,0,346522,6,"LOMBARDIA",2006
,17,109,0,0,,,0,0,346523,6,"LOMBARDIA",2006
,15,111,0,0,,,0,0,346524,6,"LOMBARDIA",2006
,16,110,0,0,,,0,0,346525,6,"LOMBARDIA",2006
,18,108,0,0,,,0,0,346526,6,"LOMBARDIA",2006
,20,107,0,0,,,0,0,347028,6,"LOMBARDIA",2006
12.81,9,87,0,1,4.138664,,0,0,347129,7,"LOMBARDIA",2006
,2,128,0,0,,,0,0,347150,6,"LOMBARDIA",2006
15.406,4,83,0,1,4.262539,,0,0,347397,7,"EMILIA ROMAGNA",2006
,0,130,0,0,4.115666,,0,0,347744,6,"EMILIA ROMAGNA",2006
,6,120,0,0,,,0,0,347879,7,"LOMBARDIA",2006
,8,118,0,0,4.131897,,0,0,348058,6,"LOMBARDIA",2006
,1,129,0,0,,,0,0,349313,6,"LOMBARDIA",2006
,7,123,0,0,4.293523,,0,0,350485,6,"LOMBARDIA",2006
,26,39,0,0,,,0,0,350628,6,"LOMBARDIA",2006
,0,32,0,0,,,0,0,350680,6,"LOMBARDIA",2006
,3,123,0,0,,,0,0,350681,7,"LOMBARDIA",2006
,0,130,0,0,3.503754,,0,0,351066,6,"LOMBARDIA",2006
,1,129,0,0,,,0,0,351127,6,"LOMBARDIA",2006
,0,130,0,0,4.229429,,0,0,351319,6,"EMILIA ROMAGNA",2006
,7,34,0,0,,,0,0,352259,6,"LOMBARDIA",2006
,13,117,0,0,,,0,0,352949,7,"LOMBARDIA",2006
,13,115,0,0,,,0,0,353199,6,"LOMBARDIA",2006
16.24,24,73,0,1,4.046764,,0,0,353253,6,"LOMBARDIA",2006
15.773,11,115,0,1,3.758102,,0,0,353872,6,"LOMBARDIA",2006
,12,118,0,0,,,0,0,355392,6,"LOMBARDIA",2006
,6,57,0,0,,,0,0,355609,6,"VENETO",2006
,15,81,0,0,,,0,0,355623,6,"LOMBARDIA",2006
,21,109,0,0,,,0,0,355705,6,"LOMBARDIA",2006
,5,125,0,0,4.223485,,0,0,355982,6,"LOMBARDIA",2006
,15,115,0,0,,,0,0,356260,6,"LOMBARDIA",2006
16.01,7,56,0,1,3.758102,,0,0,356877,6,"LOMBARDIA",2006
19.28,31,65,0,1,3.732178,,0,0,357407,6,"LOMBARDIA",2006
,12,114,0,0,,,0,0,357673,6,"LOMBARDIA",2006
,19,107,0,0,,,0,0,358019,6,"LOMBARDIA",2006
,14,117,0,0,,,0,0,358297,6,"LOMBARDIA",2006
,18,113,0,0,,,0,0,358855,6,"LOMBARDIA",2006
17.68,7,82,0,1,4.262539,,0,0,359320,6,"EMILIA ROMAGNA",2006
27.03,1,129,0,1,3.859655,,0,0,359627,6,"LOMBARDIA",2006
16.24,22,75,0,1,2.31204,,0,0,360017,6,"LOMBARDIA",2006
,0,130,0,0,3.933138,,0,0,360832,6,"EMILIA ROMAGNA",2006
,17,113,0,0,,,0,0,362440,6,"LOMBARDIA",2006
9.29,22,43,0,1,3.724874,,0,0,363047,6,"LOMBARDIA",2006
,30,96,0,0,,,0,0,364513,6,"LOMBARDIA",2006
7.11,28,102,0,1,3.724222,,0,0,365245,6,"LOMBARDIA",2007
,30,96,0,0,,,0,0,365803,6,"LOMBARDIA",2007
5.05,28,69,0,1,3.555062,,0,0,366150,6,"LOMBARDIA",2007
,25,101,0,0,,,0,0,366610,6,"LOMBARDIA",2007
,22,109,0,0,,,0,0,366612,6,"LOMBARDIA",2007
,25,101,0,0,,,0,0,366704,6,"LOMBARDIA",2007
,5,125,0,0,,,0,0,367374,6,"LOMBARDIA",2007
,29,97,0,0,,,0,0,367760,6,"LOMBARDIA",2007
15.91,36,95,0,1,3.748492,,0,0,367862,6,"LOMBARDIA",2007
,1,125,1,0,3.545009,,0,0,368126,6,"LOMBARDIA",2007
,4,126,0,0,,,0,0,368473,6,"LOMBARDIA",2007
,7,123,0,0,,,0,0,368552,6,"LOMBARDIA",2007
,33,93,0,0,,,0,0,368584,6,"LOMBARDIA",2007
,18,108,0,0,,,0,0,369896,6,"LOMBARDIA",2007
,32,98,0,0,,,0,0,370566,6,"LOMBARDIA",2007
9.123,22,9,0,1,0,,0,0,370900,6,"LOMBARDIA",2007
13,41,3,0,1,3.748492,,0,0,371345,6,"LOMBARDIA",2007
6.61,3,29,1,1,2.943702,,0,0,371355,6,"LOMBARDIA",2007
,34,92,0,0,,,0,0,371361,6,"LOMBARDIA",2007
8.303,24,3,0,1,2.179852,,0,0,371364,6,"LOMBARDIA",2007
,21,107,0,0,,,0,0,372253,6,"LOMBARDIA",2007
14.69,29,68,0,1,0,,0,0,372254,6,"LOMBARDIA",2007
,8,118,0,0,,,0,0,372496,6,"LOMBARDIA",2007
,20,106,0,0,,,0,0,372563,6,"LOMBARDIA",2007
29,19,107,0,1,3.492956,,0,0,372570,6,"LOMBARDIA",2007
,12,114,0,0,,,0,0,373140,6,"LOMBARDIA",2007
,0,130,0,0,4.283656,,0,0,373720,6,"LOMBARDIA",2007
,1,125,0,0,,,0,0,374168,6,"LOMBARDIA",2007
24.92,23,107,0,1,2.6483,,0,0,374652,6,"LOMBARDIA",2007
,0,126,0,0,,,0,0,374904,6,"LOMBARDIA",2007
,2,94,0,0,,,0,0,385500,6,"LOMBARDIA",2007
21.03,2,4,1,1,3.439199,,0,0,469793,0,"LOMBARDIA",2009
,0,130,1,0,,,0,,476750,,"VENETO",2009
,0,63,1,0,4.286273,,0,0,479144,0,"VENETO",2009
,3,60,1,0,,,0,0,493505,0,"LOMBARDIA",2009
,11,54,1,0,,,0,0,507336,0,"LOMBARDIA",2009
,3,60,1,0,,,0,0,508033,0,"LOMBARDIA",2009
,0,63,1,0,,,0,0,519462,0,"LOMBARDIA",2009
,11,53,1,0,,,0,0,519712,0,"LOMBARDIA",2009
,2,190,0,0,4.624002,,0,,334320,,"LOMBARDIA",2006
,3,189,0,0,4.958829,1.628456,0,0,349156,10,"LOMBARDIA",2006
13.55,5,187,0,1,4.598266,1.628456,0,0,351092,10,"LOMBARDIA",2006
,0,192,1,0,4.958829,1.628456,0,0,356334,10,"LOMBARDIA",2006
,0,192,1,0,4.958829,1.628456,0,0,356335,10,"LOMBARDIA",2006
,0,192,1,0,4.958829,1.628456,0,0,356336,10,"LOMBARDIA",2006
,0,192,1,0,4.958829,1.628456,0,0,356337,10,"LOMBARDIA",2006
,0,192,1,0,4.958829,1.628456,0,0,356338,10,"LOMBARDIA",2006
,0,192,1,0,4.958829,1.628456,0,0,356339,10,"LOMBARDIA",2006
,0,192,1,0,4.958829,1.628456,0,0,356340,10,"LOMBARDIA",2006
,5,184,0,0,4.958829,,0,,357525,,"LOMBARDIA",2006
,2,190,0,0,,1.628456,0,0,367343,10,"LOMBARDIA",2006
20.19,1,1,0,1,4.952795,2.236445,,0,316567,20,"EMILIA ROMAGNA",2005
7.579,0,9,0,1,5.655194,2.236445,0,0,367181,18,"LOMBARDIA",2006
20.714,3,6,0,1,5.943605,2.236445,0,0,428060,0,"PIEMONTE",2008
,14,112,0,0,,1.638608,0,0,320593,20,"LOMBARDIA",2006
,35,97,0,0,,1.638608,0,0,324348,20,"LOMBARDIA",2006
,33,95,0,0,,1.638608,0,0,324349,20,"LOMBARDIA",2006
,36,92,0,0,,1.638608,0,0,324350,20,"LOMBARDIA",2006
,1,125,0,0,3.639269,1.638608,0,0,327878,20,"LOMBARDIA",2006
10.66,18,112,0,1,3.003502,1.638608,0,0,331584,20,"LOMBARDIA",2006
,27,103,0,0,,1.638608,0,0,333506,20,"LOMBARDIA",2006
8.55,33,97,0,1,0,1.638608,0,0,334684,20,"LOMBARDIA",2006
,16,110,0,0,,1.638608,0,0,335571,20,"LOMBARDIA",2006
,15,116,0,0,,1.638608,0,0,335572,20,"LOMBARDIA",2006
,20,106,0,0,,1.638608,0,0,340041,20,"LOMBARDIA",2006
,27,103,0,0,,1.638608,0,0,340165,20,"LOMBARDIA",2006
,26,100,0,0,,,0,,344412,,"LOMBARDIA",2006
,19,111,0,0,,,0,,344935,,"LOMBARDIA",2006
,16,114,0,0,,,0,,345194,,"LOMBARDIA",2006
,12,118,0,0,,,0,,345834,,"LOMBARDIA",2006
,34,93,0,0,3.313422,,0,,345939,,"LOMBARDIA",2006
,15,115,0,0,,,0,,346511,,"LOMBARDIA",2006
,14,116,0,0,,,0,,346512,,"LOMBARDIA",2006
,19,111,0,0,,,0,,346513,,"LOMBARDIA",2006
,13,117,0,0,,,0,,346514,,"LOMBARDIA",2006
,13,117,0,0,,,0,,346515,,"LOMBARDIA",2006
,14,116,0,0,,,0,,346516,,"LOMBARDIA",2006
,20,106,0,0,,,0,,346517,,"LOMBARDIA",2006
,15,115,0,0,,,0,,346518,,"LOMBARDIA",2006
,14,112,0,0,,,0,,346519,,"LOMBARDIA",2006
,19,107,0,0,,,0,,346520,,"LOMBARDIA",2006
,15,111,0,0,,,0,,346521,,"LOMBARDIA",2006
,14,112,0,0,,,0,,346522,,"LOMBARDIA",2006
,17,109,0,0,,,0,,346523,,"LOMBARDIA",2006
,15,111,0,0,,,0,,346524,,"LOMBARDIA",2006
,16,110,0,0,,,0,,346525,,"LOMBARDIA",2006
,18,108,0,0,,,0,,346526,,"LOMBARDIA",2006
,13,115,0,0,,,0,,353199,,"LOMBARDIA",2006
,21,109,0,0,2.061787,,0,,355705,,"LOMBARDIA",2006
,5,125,0,0,4.050323,,0,,355982,,"LOMBARDIA",2006
,15,115,0,0,3.596243,,0,,356260,,"LOMBARDIA",2006
,19,107,0,0,,,0,,358019,,"LOMBARDIA",2006
,14,117,0,0,,,0,,358297,,"LOMBARDIA",2006
,18,113,0,0,3.872741,,0,,358855,,"LOMBARDIA",2006
,2,128,0,0,3.639269,,0,,359627,,"LOMBARDIA",2006
,17,113,0,0,3.474014,,0,,362440,,"LOMBARDIA",2006
,28,98,0,0,,,0,,364513,,"LOMBARDIA",2006
,0,24,1,0,4.212572,.7255175,0,0,319117,5,"PIEMONTE",2006
,0,52,0,0,4.863604,.7255175,0,0,320593,5,"LOMBARDIA",2006
,1,51,0,0,4.453452,.7255175,0,0,320657,5,"PIEMONTE",2006
,5,47,0,0,4.671819,.7255175,0,0,320994,5,"PIEMONTE",2006
,0,57,1,0,4.206095,.7255175,0,0,321020,5,"PIEMONTE",2006
,0,57,1,0,4.241557,.7255175,0,0,321024,5,"PIEMONTE",2006
,1,37,0,0,5.298398,.7255175,0,0,322887,5,"LOMBARDIA",2006
,0,24,0,0,5.33634,.7255175,0,0,322936,5,"EMILIA ROMAGNA",2006
,0,52,0,0,4.406427,.7255175,0,0,323139,5,"PIEMONTE",2006
,2,55,0,0,4.366621,.7255175,0,0,324348,5,"LOMBARDIA",2006
,2,50,0,0,4.366621,.7255175,0,0,324349,5,"LOMBARDIA",2006
,2,50,0,0,4.366621,.7255175,0,0,324350,5,"LOMBARDIA",2006
,0,11,0,0,4.671819,.7255175,0,0,325191,5,"PIEMONTE",2006
,1,56,0,0,4.729024,.7255175,0,0,325264,5,"PIEMONTE",2006
,5,52,0,0,,.7255175,0,0,326098,5,"PIEMONTE",2006
25.63,0,52,1,1,3.785303,.7255175,0,0,326099,5,"PIEMONTE",2006
,1,56,0,0,,.7255175,0,0,326685,5,"PIEMONTE",2006
,0,57,0,0,4.453452,.7255175,0,0,327378,5,"PIEMONTE",2006
,0,57,0,0,4.72096,.7255175,0,0,327626,5,"PIEMONTE",2006
,0,52,0,0,4.724144,.7255175,0,0,327878,5,"LOMBARDIA",2006
,0,52,1,0,,.7255175,0,0,328844,5,"PIEMONTE",2006
,0,57,0,0,4.54989,.7255175,0,0,329386,5,"PIEMONTE",2006
,0,52,1,0,4.498453,.7255175,0,0,329535,5,"PIEMONTE",2006
,1,23,1,0,4.2266,.7255175,0,0,329540,5,"PIEMONTE",2006
,1,23,1,0,4.212572,.7255175,0,0,329543,5,"PIEMONTE",2006
,1,51,1,0,,.7255175,0,0,329561,5,"PIEMONTE",2006
,0,52,1,0,4.212572,.7255175,0,0,329839,5,"PIEMONTE",2006
,0,52,0,0,3.463515,.7255175,0,0,329904,5,"LOMBARDIA",2006
,11,36,0,0,3.731963,.7255175,0,0,329955,5,"PIEMONTE",2006
14.346,5,52,0,1,3.340952,.7255175,0,0,329957,5,"PIEMONTE",2006
,0,57,0,0,,.7255175,0,0,329999,5,"PIEMONTE",2006
,1,32,0,0,,.7255175,0,0,331307,5,"PIEMONTE",2006
,0,57,1,0,4.394955,.7255175,0,0,331530,5,"PIEMONTE",2006
,0,52,1,0,4.132074,.7255175,0,0,331531,5,"PIEMONTE",2006
,0,57,0,0,4.472233,.7255175,0,0,331584,5,"LOMBARDIA",2006
,0,57,0,0,4.932277,.7255175,0,0,331760,5,"PIEMONTE",2006
,1,51,1,0,,.7255175,0,0,332479,5,"PIEMONTE",2006
,1,56,1,0,,.7255175,0,0,332571,5,"PIEMONTE",2006
,0,24,1,0,4.212572,.7255175,0,0,332928,5,"PIEMONTE",2006
20.186,0,57,0,1,4.426342,.7255175,0,0,332977,5,"PIEMONTE",2006
,5,52,0,0,4.890973,.7255175,0,0,333273,5,"PIEMONTE",2006
,0,57,0,0,4.963586,.7255175,0,0,333495,5,"PIEMONTE",2006
,0,57,0,0,4.963586,.7255175,0,0,333496,5,"PIEMONTE",2006
,0,57,0,0,4.689034,.7255175,0,0,333506,5,"LOMBARDIA",2006
,1,37,0,0,4.65066,.7255175,0,0,333507,5,"LOMBARDIA",2006
,0,11,1,0,4.380488,.7255175,0,0,334215,5,"PIEMONTE",2006
,0,38,1,0,4.214495,.7255175,0,0,334218,5,"PIEMONTE",2006
,1,56,0,0,4.911934,.7255175,0,0,334334,5,"PIEMONTE",2006
,0,38,0,0,4.85103,.7255175,0,0,334505,5,"LOMBARDIA",2006
,0,57,0,0,,.7255175,0,0,334684,5,"LOMBARDIA",2006
,0,52,1,0,4.241557,.7255175,0,0,334877,5,"PIEMONTE",2006
,1,51,0,0,4.891011,.7255175,0,0,335571,5,"LOMBARDIA",2006
,0,57,0,0,4.820508,.7255175,0,0,335572,5,"LOMBARDIA",2006
,0,38,0,0,3.800913,.7255175,0,0,335597,5,"LOMBARDIA",2006
,1,37,0,0,3.445852,.7255175,0,0,335798,5,"LOMBARDIA",2006
,1,51,0,0,5.073835,.7255175,0,0,336092,5,"LOMBARDIA",2006
,0,57,0,0,4.937979,.7255175,0,0,336221,5,"PIEMONTE",2006
,3,49,0,0,3.995996,.7255175,0,0,336222,5,"PIEMONTE",2006
,0,57,0,0,4.315727,.7255175,0,0,336887,5,"PIEMONTE",2006
,0,52,0,0,4.805422,.7255175,0,0,336933,5,"PIEMONTE",2006
,0,52,0,0,5.155203,.7255175,0,0,337322,5,"LOMBARDIA",2006
,2,55,0,0,,.7255175,0,0,337516,5,"PIEMONTE",2006
,0,14,1,0,4.212853,.7255175,0,0,338393,5,"PIEMONTE",2006
,0,24,1,0,4.212853,.7255175,0,0,338394,5,"PIEMONTE",2006
,0,14,1,0,4.212853,.7255175,0,0,338395,5,"PIEMONTE",2006
,0,14,1,0,4.212853,.7255175,0,0,338396,5,"PIEMONTE",2006
,0,38,1,0,4.212853,.7255175,0,0,338397,5,"PIEMONTE",2006
,0,38,1,0,4.212853,.7255175,0,0,338398,5,"PIEMONTE",2006
,0,52,1,0,4.212853,.7255175,0,0,338399,5,"PIEMONTE",2006
,0,57,1,0,4.120061,.7255175,0,0,338541,5,"PIEMONTE",2006
,2,31,0,0,4.72096,.7255175,0,0,338795,5,"PIEMONTE",2006
,8,49,0,0,3.901003,.7255175,0,0,338906,5,"PIEMONTE",2006
,2,55,0,0,4.890973,.7255175,0,0,339810,5,"PIEMONTE",2006
,1,56,0,0,4.890973,.7255175,0,0,339811,5,"PIEMONTE",2006
,0,57,0,0,4.154122,.7255175,0,0,339812,5,"PIEMONTE",2006
,0,57,0,0,4.890973,.7255175,0,0,339813,5,"PIEMONTE",2006
,0,57,0,0,,.7255175,0,0,339814,5,"PIEMONTE",2006
,0,57,0,0,4.154122,.7255175,0,0,339815,5,"PIEMONTE",2006
,0,57,0,0,4.154122,.7255175,0,0,339816,5,"PIEMONTE",2006
,4,54,0,0,,.7255175,0,0,339930,5,"PIEMONTE",2006
,0,52,0,0,4.472233,.7255175,0,0,340041,5,"LOMBARDIA",2006
,0,57,0,0,4.472233,.7255175,0,0,340165,5,"LOMBARDIA",2006
,1,51,0,0,4.670246,.7255175,0,0,340332,5,"PIEMONTE",2006
,0,57,0,0,4.919536,.7255175,0,0,340369,5,"LOMBARDIA",2006
,0,52,1,0,4.241557,.7255175,0,0,340532,5,"PIEMONTE",2006
,1,18,0,0,4.316461,.7255175,0,0,341165,5,"PIEMONTE",2006
,1,23,0,0,4.849966,.7255175,0,0,341186,5,"VENETO",2006
,5,52,0,0,4.848399,.7255175,0,0,341340,5,"PIEMONTE",2006
,3,54,0,0,4.848399,.7255175,0,0,341341,5,"PIEMONTE",2006
,4,53,0,0,4.848399,.7255175,0,0,341342,5,"PIEMONTE",2006
,5,52,0,0,,.7255175,0,0,341344,5,"PIEMONTE",2006
,3,54,0,0,,.7255175,0,0,341345,5,"PIEMONTE",2006
,4,53,0,0,,.7255175,0,0,341346,5,"PIEMONTE",2006
,4,53,0,0,,.7255175,0,0,341347,5,"PIEMONTE",2006
,1,51,1,0,4.361582,.7255175,0,0,341918,19,"PIEMONTE",2006
,5,52,0,0,,.7255175,0,0,343002,19,"PIEMONTE",2006
,12,40,0,0,,.7255175,0,0,343003,19,"PIEMONTE",2006
,0,57,0,0,4.743836,.7255175,0,0,343554,5,"LOMBARDIA",2006
,3,35,0,0,4.366621,.7255175,0,0,343770,19,"LOMBARDIA",2006
,0,52,0,0,4.72096,.7255175,0,0,344131,19,"PIEMONTE",2006
,1,23,1,0,4.212572,.7255175,0,0,344152,19,"PIEMONTE",2006
,3,50,0,0,4.641165,.7255175,0,0,344186,19,"PIEMONTE",2006
,0,32,0,0,4.641165,.7255175,0,0,344187,19,"PIEMONTE",2006
,0,43,0,0,4.641165,.7255175,0,0,344189,19,"PIEMONTE",2006
,0,52,0,0,4.472233,.7255175,0,0,344412,19,"LOMBARDIA",2006
,1,51,0,0,3.968403,.7255175,0,0,344533,19,"LOMBARDIA",2006
,4,48,0,0,,.7255175,0,0,344601,19,"PIEMONTE",2006
,4,48,0,0,,.7255175,0,0,344603,19,"PIEMONTE",2006
,5,47,0,0,,.7255175,0,0,344605,19,"PIEMONTE",2006
,5,52,0,0,,.7255175,0,0,344607,19,"PIEMONTE",2006
,4,48,0,0,4.302266,.7255175,0,0,344608,19,"PIEMONTE",2006
,4,48,0,0,4.507072,.7255175,0,0,344609,19,"PIEMONTE",2006
,5,47,0,0,4.411343,.7255175,0,0,344610,19,"PIEMONTE",2006
,5,47,0,0,4.376172,.7255175,0,0,344611,19,"PIEMONTE",2006
,0,57,0,0,4.472233,.7255175,0,0,344935,19,"LOMBARDIA",2006
,0,57,0,0,4.472233,.7255175,0,0,345194,19,"LOMBARDIA",2006
,0,57,0,0,3.880347,.7255175,0,0,345381,19,"LOMBARDIA",2006
,1,56,0,0,4.998542,.7255175,0,0,345547,5,"LOMBARDIA",2006
,0,57,0,0,4.715924,.7255175,0,0,345834,19,"LOMBARDIA",2006
,0,52,0,0,4.352959,.7255175,0,0,345939,19,"LOMBARDIA",2006
,8,49,0,0,3.605878,.7255175,0,0,345952,19,"PIEMONTE",2006
,0,21,0,0,4.361582,.7255175,0,0,346081,5,"PIEMONTE",2006
,0,57,0,0,,.7255175,0,0,346496,19,"PIEMONTE",2006
,0,57,0,0,4.472233,.7255175,0,0,346511,19,"LOMBARDIA",2006
,0,57,0,0,4.472233,.7255175,0,0,346512,19,"LOMBARDIA",2006
,0,57,0,0,4.472233,.7255175,0,0,346513,19,"LOMBARDIA",2006
,0,57,0,0,4.472233,.7255175,0,0,346514,19,"LOMBARDIA",2006
,0,57,0,0,4.472233,.7255175,0,0,346515,19,"LOMBARDIA",2006
,0,57,0,0,4.472233,.7255175,0,0,346516,19,"LOMBARDIA",2006
,0,52,0,0,4.472233,.7255175,0,0,346517,19,"LOMBARDIA",2006
,0,57,0,0,4.472233,.7255175,0,0,346518,19,"LOMBARDIA",2006
,0,52,0,0,4.472233,.7255175,0,0,346519,19,"LOMBARDIA",2006
,0,52,0,0,4.472233,.7255175,0,0,346520,19,"LOMBARDIA",2006
,1,51,0,0,4.472233,.7255175,0,0,346521,19,"LOMBARDIA",2006
,0,52,0,0,4.472233,.7255175,0,0,346522,19,"LOMBARDIA",2006
,0,52,0,0,4.472233,.7255175,0,0,346523,19,"LOMBARDIA",2006
,0,52,0,0,4.472233,.7255175,0,0,346524,19,"LOMBARDIA",2006
,0,52,0,0,4.472233,.7255175,0,0,346525,19,"LOMBARDIA",2006
,0,52,0,0,4.472233,.7255175,0,0,346526,19,"LOMBARDIA",2006
,1,56,0,0,4.35207,.7255175,0,0,346857,19,"PIEMONTE",2006
,0,24,0,0,5.230488,.7255175,0,0,346917,19,"VENETO",2006
,0,18,0,0,3.473425,.7255175,0,0,347018,19,"LOMBARDIA",2006
,1,37,0,0,5.104028,.7255175,0,0,347129,5,"LOMBARDIA",2006
,1,56,0,0,,.7255175,0,0,347144,19,"LOMBARDIA",2006
,1,56,0,0,,.7255175,0,0,347146,19,"LOMBARDIA",2006
,1,56,0,0,,.7255175,0,0,347147,19,"LOMBARDIA",2006
,1,56,0,0,,.7255175,0,0,347563,19,"PIEMONTE",2006
,13,44,0,0,1.79409,.7255175,0,0,347810,19,"PIEMONTE",2006
,0,24,0,0,5.33634,.7255175,0,0,347815,19,"EMILIA ROMAGNA",2006
,2,50,0,0,,.7255175,0,0,347877,19,"LOMBARDIA",2006
,0,52,0,0,5.104028,.7255175,0,0,347879,5,"LOMBARDIA",2006
,1,56,0,0,4.158071,.7255175,0,0,347915,19,"PIEMONTE",2006
,0,52,0,0,,.7255175,0,0,348362,19,"LOMBARDIA",2006
,2,50,0,0,4.406427,.7255175,0,0,348949,19,"PIEMONTE",2006
,1,56,0,0,4.406427,.7255175,0,0,348950,5,"PIEMONTE",2006
,0,57,1,0,4.212572,.7255175,0,0,349149,19,"PIEMONTE",2006
,0,52,0,0,3.790556,.7255175,0,0,349504,19,"LOMBARDIA",2006
,0,52,1,0,4.241557,.7255175,0,0,349842,19,"PIEMONTE",2006
,0,57,1,0,4.241557,.7255175,0,0,349843,19,"PIEMONTE",2006
,0,52,1,0,4.241557,.7255175,0,0,349844,19,"PIEMONTE",2006
,0,57,1,0,4.241557,.7255175,0,0,349845,19,"PIEMONTE",2006
,0,52,1,0,4.241557,.7255175,0,0,349846,19,"PIEMONTE",2006
,0,52,1,0,4.241557,.7255175,0,0,349847,19,"PIEMONTE",2006
,0,52,1,0,4.241557,.7255175,0,0,349848,19,"PIEMONTE",2006
,0,57,1,0,4.241557,.7255175,0,0,349849,19,"PIEMONTE",2006
,0,52,1,0,4.241557,.7255175,0,0,349852,19,"PIEMONTE",2006
,0,57,1,0,4.212572,.7255175,0,0,349853,19,"PIEMONTE",2006
,0,57,1,0,4.241557,.7255175,0,0,349854,19,"PIEMONTE",2006
,0,57,1,0,4.208015,.7255175,0,0,349855,19,"PIEMONTE",2006
,0,38,1,0,4.241557,.7255175,0,0,349856,19,"PIEMONTE",2006
,0,38,1,0,4.241557,.7255175,0,0,349857,19,"PIEMONTE",2006
,0,38,1,0,4.241557,.7255175,0,0,349858,19,"PIEMONTE",2006
,0,52,1,0,4.241557,.7255175,0,0,349859,19,"PIEMONTE",2006
,0,57,1,0,4.241557,.7255175,0,0,349860,19,"PIEMONTE",2006
,0,57,1,0,4.241557,.7255175,0,0,349861,19,"PIEMONTE",2006
,0,57,1,0,4.241557,.7255175,0,0,349862,19,"PIEMONTE",2006
,0,57,1,0,4.212572,.7255175,0,0,350079,19,"PIEMONTE",2006
,1,42,0,0,4.679851,.7255175,0,0,350351,19,"PIEMONTE",2006
,0,57,0,0,4.919536,.7255175,0,0,350485,19,"LOMBARDIA",2006
,2,22,0,0,,.7255175,0,0,350628,19,"LOMBARDIA",2006
,1,56,0,0,4.406427,.7255175,0,0,350877,19,"PIEMONTE",2006
,1,56,0,0,4.104641,.7255175,0,0,351096,19,"PIEMONTE",2006
16.588,13,39,0,1,3.702856,.7255175,0,0,351144,19,"PIEMONTE",2006
,3,49,0,0,4.806837,.7255175,0,0,351323,19,"PIEMONTE",2006
,3,49,0,0,4.315727,.7255175,0,0,351344,19,"PIEMONTE",2006
,0,52,1,0,4.241557,.7255175,0,0,351848,19,"PIEMONTE",2006
,1,57,0,0,,.7255175,0,0,352125,5,"PIEMONTE",2006
,2,21,0,0,,.7255175,0,0,352259,19,"LOMBARDIA",2006
,17,40,0,0,,.7255175,0,0,352266,19,"PIEMONTE",2006
,7,50,0,0,,.7255175,0,0,352268,19,"PIEMONTE",2006
,1,56,0,0,3.800913,.7255175,0,0,352646,19,"LOMBARDIA",2006
,4,53,0,0,3.851232,.7255175,0,0,352706,19,"PIEMONTE",2006
,0,57,0,0,4.759495,.7255175,0,0,352949,5,"LOMBARDIA",2006
,0,52,0,0,4.856964,.7255175,0,0,353199,19,"LOMBARDIA",2006
16.361,0,57,0,1,4.596694,.7255175,0,0,353260,19,"PIEMONTE",2006
